,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
553,BU 1,Machine 1,0923745,0.0,0.1,0.18,56.24,56.24,56.27,74.15,75.85,15.81,10.04,17.91,605,4.18,0.76,1059,8475,1324.34,8.0,4.5,2.07,0.0,1.27,0.8,0.0,2.26,11.35,14,0.0,0.00,4.0,0.0,1,17,7,2017,2017-07-17
554,BU 1,Machine 1,7618349,0.0,0.12,0.2,53.77,53.77,53.92,73.82,72.84,14.65,11.53,20.05,612,2.71,0.85,1224,9789,1112.07,8.0,4.3,2.09,0.0,1.17,0.92,0.0,5.85,11.02,16,2.82,0.01,4.0,0.0,1,17,7,2017,2017-07-17
555,BU 1,Machine 2,2359173,0.01,0.26,0.21,37.97,38.32,38.43,59.12,64.23,15.0,25.87,21.15,591,4.92,7.61,960,7678,1844.51,8.0,3.04,3.27,0.07,1.2,2.07,7.69,20.61,5.77,13,42.31,0.26,1.0,0.0,1,17,7,2017,2017-07-17
556,BU 2,Machine 1,1903845,0.02,0.06,0.43,29.94,30.67,34.2,72.51,41.3,21.27,6.22,42.56,832,4.93,0.42,1040,8319,1329.87,8.0,2.4,2.2,0.19,1.7,0.5,10.0,0.87,3.9,10,75.455,0.64,1.0,0.0,1,17,7,2017,2017-07-17
557,BU 2,Machine 3,093K8347,0.0,0.06,0.25,51.39,51.39,51.59,76.59,67.1,17.52,5.89,25.2,339,7.06,1.89,423,3386,1338.80,8.0,4.11,1.87,0.0,1.4,0.47,10.0,3.95,4.35,10,6.505,0.27,5.0,0.001389,1,17,7,2017,2017-07-17
558,BU 2,Machine 3,573N6493,0.0,0.09,0.21,41.04,41.04,41.14,61.89,66.32,28.71,9.4,20.85,479,13.74,1.06,240,1917,3289.76,8.0,3.28,3.05,0.0,2.3,0.75,25.0,2.26,24.18,4,24.97,0.26,5.0,0.0,1,17,7,2017,2017-07-17
559,BU 2,Machine 3,029P3751,0.0,0.06,0.23,61.21,61.21,61.62,83.96,72.91,10.14,5.9,22.75,522,7.28,1.93,392,3133,1661.74,8.0,4.9,1.28,0.0,0.81,0.47,16.67,5.25,1.03,6,30.375,0.41,5.0,0.174444,1,17,7,2017,2017-07-17
560,BU 2,Machine 3,182L4692,0.0,0.05,0.26,51.91,51.91,52.0,77.42,67.05,17.76,4.82,25.51,373,11.21,2.62,327,2613,2302.62,8.0,4.15,1.81,0.0,1.42,0.39,28.57,3.85,2.22,7,237.345,4.09,5.0,0.0,1,17,7,2017,2017-07-17
561,BU 2,Machine 3,483D5938,0.03,0.09,0.27,48.6,50.28,50.82,75.7,64.2,15.4,8.89,27.1,624,13.38,3.65,390,3118,1862.17,8.0,3.89,1.94,0.27,1.23,0.71,40.0,4.01,1.99,5,9.005,0.16,5.0,0.0,1,17,7,2017,2017-07-17
562,BU 2,Machine 2,5392175,0.0,0.1,0.14,47.89,47.89,47.94,62.34,76.83,27.75,9.91,14.45,1054,7.39,1.63,1844,14753,1422.84,8.0,3.83,3.01,0.0,2.22,0.79,7.14,7.11,8.88,14,46.405,0.22,11.0,0.0,1,17,7,2017,2017-07-17
563,BU 2,Machine 2,6798354,0.01,0.28,0.17,26.28,26.53,27.78,43.45,60.48,28.92,27.63,17.17,719,11.18,7.35,899,7191,1640.36,8.0,2.1,4.52,0.08,2.31,2.21,20.0,22.7,5.14,10,7.335,0.07,11.0,0.316945,1,17,7,2017,2017-07-17
564,BU 2,Machine 2,7481923,0.0,0.13,0.22,50.8,50.8,51.87,72.36,70.2,15.1,12.54,21.56,1019,2.8,0.31,1911,15284,1452.66,8.0,4.06,2.21,0.0,1.21,1.0,0.0,3.23,15.65,15,22.655,0.06,11.0,0.04,1,17,7,2017,2017-07-17
565,BU 2,Machine 2,1047583,0.0,0.21,0.22,38.22,38.32,38.4,59.75,63.97,19.44,20.81,21.52,913,6.41,3.29,1369,10951,1759.80,8.0,3.06,3.22,0.02,1.56,1.66,8.33,17.39,6.37,12,160.045,0.92,11.0,0.635279,1,17,7,2017,2017-07-17
566,BU 2,Machine 2,2938745,0.0,0.18,0.12,48.14,48.14,49.06,60.0,80.23,22.15,17.85,11.86,1038,6.6,2.21,1427,11416,1506.30,8.0,3.85,3.2,0.0,1.77,1.43,0.0,13.8,9.19,11,40.355,0.23,11.0,0.015278,1,17,7,2017,2017-07-17
567,BU 2,Machine 2,8362719,0.0,0.17,0.13,34.32,34.32,37.57,47.68,71.99,35.09,17.23,13.35,838,4.32,4.75,1152,9213,835.14,8.0,2.75,4.19,0.0,2.81,1.38,0.0,10.93,26.42,11,23.535,0.17,11.0,0.0,1,17,7,2017,2017-07-17
568,BU 2,Machine 2,5849321,0.0,0.27,0.29,22.25,22.25,23.92,50.8,43.8,22.01,27.19,28.55,649,7.06,7.0,730,5838,1403.22,8.0,1.78,3.94,0.0,1.76,2.18,22.22,15.88,13.88,9,0.0,0.00,11.0,0.13778,1,17,7,2017,2017-07-17
569,BU 2,Machine 2,2948567,0.0,0.15,0.39,30.9,30.9,31.55,69.74,44.31,14.83,15.43,38.84,1040,4.68,3.78,1170,9361,1396.92,8.0,2.47,2.42,0.0,1.19,1.23,11.11,14.94,6.55,9,96.1,0.44,11.0,0.081666,1,17,7,2017,2017-07-17
570,BU 2,Machine 2,3928471,0.0,0.1,0.11,61.21,61.21,61.24,72.46,84.47,17.44,10.1,11.25,999,4.27,2.82,1873,14986,1987.55,8.0,4.9,2.2,0.0,1.39,0.81,6.67,9.79,4.36,15,177.885,0.61,11.0,0.060833,1,17,7,2017,2017-07-17
571,BU 2,Machine 2,1749536,0.0,0.15,0.27,33.56,33.64,37.85,60.33,55.62,24.65,15.02,26.77,1091,5.02,2.76,1364,10913,1051.28,8.0,2.68,3.17,0.02,1.97,1.2,20.0,10.77,11.1,10,71.185,0.43,11.0,0.022222,1,17,7,2017,2017-07-17
572,BU 2,Machine 2,3826197,0.0,0.18,0.22,34.42,34.52,40.43,56.26,61.18,26.09,17.65,21.84,943,4.41,2.13,1415,11319,941.79,8.0,2.75,3.5,0.02,2.09,1.41,8.33,8.09,16.73,12,6.46,0.04,11.0,0.074445,1,17,7,2017,2017-07-17
573,BU 3,Machine 4,4027589,0.0,0.24,0.19,43.09,43.09,44.45,61.59,69.96,14.34,24.07,18.5,1772,12.92,7.55,1108,8860,602.66,8.0,3.45,3.07,0.0,1.15,1.93,0.0,11.16,10.73,5,15.575,0.27,1.0,0.263333,1,17,7,2017,2017-07-17
574,BU 3,Machine 5,2938745,0.02,0.16,0.3,28.54,28.99,31.54,58.36,48.91,25.31,16.33,29.82,933,15.54,4.68,583,4664,768.06,8.0,2.28,3.33,0.12,2.02,1.31,0.0,8.02,7.92,5,285.625,7.80,2.0,0.251389,1,17,7,2017,2017-07-17
575,BU 3,Machine 5,8374621,0.0,0.11,0.31,40.17,40.17,44.4,70.92,56.65,17.72,11.36,30.75,1485,7.65,4.79,928,7427,754.36,8.0,3.21,2.33,0.0,1.42,0.91,0.0,7.82,3.76,5,2.95,0.05,2.0,0.0,1,17,7,2017,2017-07-17
576,BU 1,Machine 1,8492371,0.01,0.19,0.15,43.89,44.12,47.59,58.67,74.81,22.63,18.7,14.78,479,3.73,1.55,1137,9099,1607.49,8.0,3.51,3.31,0.04,1.81,1.5,0.0,11.98,8.47,19,0.0,0.00,4.0,0.260556,2,17,7,2017,2017-07-17
577,BU 1,Machine 1,5816492,0.0,0.05,0.49,23.94,24.06,24.49,72.59,32.99,22.32,5.09,48.64,237,5.77,0.1,444,3553,1569.36,8.0,1.92,2.19,0.04,1.79,0.41,6.67,1.09,7.24,15,4.57,0.08,4.0,0.033056,2,17,7,2017,2017-07-17
578,BU 1,Machine 1,0923745,0.01,0.11,0.23,37.2,37.46,38.4,59.77,62.24,29.0,11.23,22.57,214,4.03,0.38,857,6855,962.54,8.0,2.98,3.22,0.05,2.32,0.9,0.0,6.11,6.23,32,0.0,0.00,4.0,0.098054,2,17,7,2017,2017-07-17
579,BU 1,Machine 1,7618349,0.0,0.07,0.13,32.0,32.09,34.62,44.76,71.49,48.68,6.56,12.76,205,5.73,0.71,691,5528,1346.28,8.0,2.56,4.42,0.02,3.89,0.52,3.7,4.29,11.82,27,6.89,0.05,4.0,0.0,2,17,7,2017,2017-07-17
580,BU 1,Machine 2,2359173,0.0,0.11,0.15,42.56,42.56,43.35,57.52,73.99,31.6,10.88,14.96,232,3.36,0.37,1132,9053,1614.80,8.0,3.4,3.4,0.0,2.53,0.87,0.0,10.39,3.61,39,2.105,0.03,1.0,0.238888,2,17,7,2017,2017-07-17
581,BU 2,Machine 1,1903845,0.0,0.22,0.24,23.46,23.46,25.59,47.14,49.77,31.27,21.59,23.68,493,9.1,5.62,739,5913,2267.83,8.0,1.88,4.23,0.0,2.5,1.73,25.0,17.48,6.3,12,38.475,0.46,1.0,0.263055,2,17,7,2017,2017-07-17
582,BU 2,Machine 3,093K8347,0.0,0.07,0.25,53.85,53.85,54.73,78.77,68.37,13.79,7.44,24.92,624,7.66,2.21,546,4371,595.05,8.0,4.31,1.7,0.0,1.1,0.6,14.29,5.48,4.57,7,8.18,0.48,5.0,0.157777,2,17,7,2017,2017-07-17
583,BU 2,Machine 3,573N6493,0.0,0.14,0.2,47.7,47.7,52.27,67.94,70.21,18.09,13.98,20.24,731,14.29,17.15,274,2192,2547.14,8.0,3.82,2.56,0.0,1.45,1.12,66.67,12.26,5.27,3,54.09,1.92,5.0,0.123055,2,17,7,2017,2017-07-17
584,BU 2,Machine 3,029P3751,0.0,0.1,0.32,46.89,46.89,47.72,78.91,59.42,10.99,10.09,32.02,637,7.86,8.27,398,3185,1116.66,8.0,3.75,1.69,0.0,0.88,0.81,20.0,8.61,4.16,5,54.07,1.29,5.0,0.0,2,17,7,2017,2017-07-17
585,BU 2,Machine 3,182L4692,0.0,0.05,0.23,37.85,38.0,41.82,60.77,62.29,34.2,5.02,22.92,283,8.48,0.16,283,2260,1405.42,8.0,3.03,3.14,0.03,2.74,0.4,12.5,2.14,16.03,8,31.05,0.71,5.0,0.0,2,17,7,2017,2017-07-17
586,BU 2,Machine 3,483D5938,0.0,0.08,0.23,40.88,40.88,43.89,63.56,64.32,28.16,8.28,22.67,557,19.76,7.05,348,2786,1721.84,8.0,3.27,2.92,0.0,2.25,0.66,20.0,7.37,1.64,5,92.66,1.40,5.0,0.001667,2,17,7,2017,2017-07-17
587,BU 2,Machine 2,5392175,0.0,0.14,0.1,50.39,50.39,55.05,60.09,83.87,25.43,14.49,9.69,769,4.24,1.14,1537,12298,1851.37,8.0,4.03,3.19,0.0,2.03,1.16,0.0,8.03,9.29,16,10.51,0.07,11.0,0.0175,2,17,7,2017,2017-07-17
588,BU 2,Machine 2,6798354,0.0,0.16,0.23,28.82,28.82,30.57,51.78,55.66,31.88,16.34,22.96,656,8.87,1.48,1066,8531,1112.91,8.0,2.31,3.86,0.0,2.55,1.31,7.69,13.76,4.73,13,340.505,1.09,11.0,0.17611,2,17,7,2017,2017-07-17
589,BU 2,Machine 2,7481923,0.0,0.24,0.22,35.36,35.36,36.54,57.15,61.88,18.74,24.1,21.79,828,6.07,2.29,1346,10770,1377.53,8.0,2.83,3.43,0.0,1.5,1.93,7.69,14.56,10.75,13,187.045,1.30,11.0,0.475555,2,17,7,2017,2017-07-17
590,BU 2,Machine 2,1047583,0.0,0.18,0.21,37.87,37.98,40.59,59.33,63.83,22.64,18.03,21.46,1004,6.23,1.46,1381,11049,1657.68,8.0,3.03,3.25,0.02,1.81,1.44,0.0,12.2,7.69,11,51.96,0.14,11.0,0.153889,2,17,7,2017,2017-07-17
591,BU 2,Machine 2,2938745,0.03,0.34,0.15,27.53,28.35,29.95,42.16,65.31,23.49,34.35,14.63,727,9.16,9.63,818,6542,1749.87,8.0,2.2,4.63,0.23,1.88,2.75,11.11,21.68,14.79,9,19.545,0.20,11.0,0.261112,2,17,7,2017,2017-07-17
592,BU 2,Machine 2,8362719,0.01,0.14,0.16,38.08,38.28,39.66,53.75,70.86,32.43,13.82,15.66,849,11.93,2.32,1167,9339,998.84,8.0,3.05,3.7,0.04,2.59,1.11,9.09,13.04,2.22,11,129.825,0.40,11.0,0.557777,2,17,7,2017,2017-07-17
593,BU 2,Machine 2,5849321,0.0,0.3,0.29,20.82,20.82,21.79,49.52,42.04,20.39,30.08,28.71,649,7.43,9.43,649,5189,1622.70,8.0,1.67,4.04,0.0,1.63,2.41,12.5,27.47,7.8,8,0.0,0.00,11.0,0.768613,2,17,7,2017,2017-07-17
594,BU 2,Machine 2,2948567,0.0,0.31,0.22,30.2,30.2,30.61,52.08,57.99,16.98,30.94,21.88,684,5.48,2.9,1112,8898,1392.42,8.0,2.42,3.83,0.0,1.36,2.48,15.38,23.08,8.99,13,32.4,0.17,11.0,0.670002,2,17,7,2017,2017-07-17
595,BU 2,Machine 2,3928471,0.0,0.34,0.12,30.69,30.69,33.46,43.11,71.19,22.7,34.18,12.42,682,1.21,2.15,1109,8871,1711.59,8.0,2.46,4.55,0.0,1.82,2.73,7.69,10.99,36.08,13,52.795,0.46,11.0,0.075277,2,17,7,2017,2017-07-17
596,BU 2,Machine 2,1749536,0.0,0.16,0.2,46.24,46.24,46.4,65.85,70.22,18.19,15.95,19.61,1040,5.27,1.91,1690,13522,1516.56,8.0,3.7,2.73,0.0,1.46,1.28,7.69,9.98,9.81,13,24.255,0.12,11.0,0.015,2,17,7,2017,2017-07-17
597,BU 2,Machine 2,3826197,0.0,0.2,0.16,39.2,39.32,40.13,55.53,70.59,24.28,20.19,16.33,942,6.9,2.12,1412,11299,1214.13,8.0,3.14,3.56,0.02,1.94,1.62,8.33,9.83,15.42,12,1.7,0.01,11.0,0.153891,2,17,7,2017,2017-07-17
598,BU 3,Machine 4,4027589,0.0,0.3,0.1,32.06,32.06,35.89,42.55,75.34,27.89,29.57,10.49,960,16.88,4.36,840,6720,470.37,8.0,2.56,4.6,0.0,2.23,2.37,42.86,12.58,12.57,7,10.485,0.30,1.0,0.497778,2,17,7,2017,2017-07-17
599,BU 3,Machine 5,2938745,0.0,0.21,0.25,37.49,37.49,38.49,62.93,59.57,16.01,21.05,25.44,1530,9.04,1.11,765,6118,1245.55,8.0,3.0,2.97,0.0,1.28,1.68,0.0,11.3,15.65,4,76.945,1.91,2.0,0.428612,2,17,7,2017,2017-07-17
600,BU 3,Machine 5,8374621,0.0,0.67,0.17,11.35,11.35,11.69,28.77,39.46,3.78,67.45,17.41,2023,18.17,11.27,253,2023,1417.00,8.0,0.91,5.7,0.0,0.3,5.4,0.0,64.55,0.0,1,9.919,0.35,2.0,0.0,2,17,7,2017,2017-07-17
601,BU 1,Machine 1,8492371,0.1,0.3,0.19,33.51,37.07,38.23,52.23,64.16,18.11,29.66,18.72,539,5.66,2.88,741,5931,946.86,8.0,2.68,3.82,0.77,1.45,2.37,0.0,6.83,15.65,11,0.0,0.00,4.0,0.0,3,17,7,2017,2017-07-17
602,BU 1,Machine 1,5816492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0,,#DIV/0!,4.0,0.0,3,17,7,2017,2017-07-17
603,BU 1,Machine 1,0923745,0.0,0.15,0.13,44.81,44.81,44.88,58.16,77.04,27.0,14.84,13.35,504,8.49,0.0,881,7050,1263.90,8.0,3.58,3.35,0.0,2.16,1.19,0.0,8.72,8.19,14,0.0,0.00,4.0,0.3475,3,17,7,2017,2017-07-17
604,BU 1,Machine 1,7618349,0.02,0.09,0.14,45.77,46.64,50.01,59.44,77.0,31.26,9.3,13.67,306,3.53,0.54,1147,9173,1201.24,8.0,3.66,3.24,0.15,2.5,0.74,0.0,4.07,5.96,30,0.7,0.02,4.0,0.028888,3,17,7,2017,2017-07-17
605,BU 1,Machine 2,2359173,0.0,0.21,0.14,34.83,34.94,34.97,48.81,71.35,30.55,20.64,13.98,556,8.03,4.82,1042,8336,599.32,8.0,2.79,4.1,0.03,2.44,1.65,6.67,16.89,8.79,15,6.075,0.14,1.0,0.145833,3,17,7,2017,2017-07-17
606,BU 2,Machine 1,1903845,0.0,0.24,0.18,31.57,31.58,33.65,49.13,64.26,26.81,24.06,17.56,714,7.75,4.56,982,7859,2736.75,8.0,2.53,4.07,0.0,2.14,1.92,0.0,10.58,16.35,11,106.375,0.47,1.0,0.01,3,17,7,2017,2017-07-17
607,BU 2,Machine 3,093K8347,0.0,0.12,0.24,40.36,40.55,40.55,64.44,62.63,24.05,11.51,24.08,370,12.27,0.51,370,2958,841.89,8.0,3.23,2.85,0.04,1.92,0.92,25.0,2.19,12.44,8,10.33,0.20,5.0,0.106666,3,17,7,2017,2017-07-17
608,BU 2,Machine 3,573N6493,0.0,0.05,0.24,39.23,39.23,39.25,63.17,62.1,31.34,5.49,23.94,585,19.22,3.73,220,1756,3022.41,8.0,3.14,2.95,0.0,2.51,0.44,33.33,4.0,20.76,3,55.36,1.82,5.0,0.133334,3,17,7,2017,2017-07-17
609,BU 2,Machine 3,029P3751,0.0,0.09,0.29,44.39,44.39,44.9,73.52,60.38,17.37,9.1,29.13,474,10.38,1.56,237,1897,3851.17,8.0,3.55,2.12,0.0,1.39,0.73,25.0,3.79,12.9,4,76.99,0.79,5.0,0.146388,3,17,7,2017,2017-07-17
610,BU 2,Machine 3,182L4692,0.01,0.07,0.11,48.33,48.99,49.11,59.44,81.31,33.35,7.21,11.11,319,20.63,0.19,279,2233,2324.30,8.0,3.87,3.25,0.11,2.67,0.58,28.57,1.45,7.45,7,7.07,0.13,5.0,0.093889,3,17,7,2017,2017-07-17
611,BU 2,Machine 3,483D5938,0.07,0.11,0.22,50.98,54.84,55.17,73.27,69.57,15.67,11.05,22.3,817,17.07,2.64,409,3268,1766.40,8.0,4.08,2.14,0.56,1.25,0.88,0.0,2.2,2.69,4,39.595,0.55,5.0,0.0,3,17,7,2017,2017-07-17
612,BU 2,Machine 2,5392175,0.01,0.13,0.27,26.99,27.16,27.58,54.48,49.55,32.9,12.62,27.48,801,11.51,2.12,1101,8808,997.81,8.0,2.16,3.64,0.05,2.63,1.01,9.09,10.1,6.93,11,11.245,0.11,11.0,0.110834,3,17,7,2017,2017-07-17
613,BU 2,Machine 2,6798354,0.01,0.16,0.21,39.95,40.26,40.57,61.02,65.46,22.53,16.45,21.07,842,7.61,3.12,1263,10105,1309.29,8.0,3.2,3.12,0.06,1.8,1.32,8.33,13.98,4.95,12,13.585,0.27,11.0,0.024722,3,17,7,2017,2017-07-17
614,BU 2,Machine 2,7481923,0.01,0.13,0.19,48.03,48.34,48.4,67.16,71.51,19.84,13.0,19.13,600,3.19,0.15,1801,14408,1451.11,8.0,3.84,2.63,0.05,1.59,1.04,4.17,10.17,6.07,24,66.5,0.32,11.0,0.753891,3,17,7,2017,2017-07-17
615,BU 2,Machine 2,1047583,0.0,0.24,0.15,30.01,30.01,31.94,44.71,67.13,31.52,23.76,14.7,649,8.69,2.08,974,7790,2486.86,8.0,2.4,4.42,0.0,2.52,1.9,0.0,16.79,10.83,12,226.135,1.16,11.0,0.51972,3,17,7,2017,2017-07-17
616,BU 2,Machine 2,2938745,0.0,0.1,0.07,58.22,58.22,62.83,65.15,89.37,25.09,9.76,6.93,973,5.71,1.51,1460,11678,3221.95,8.0,4.66,2.79,0.0,2.01,0.78,0.0,6.43,7.88,12,119.155,0.29,11.0,0.140555,3,17,7,2017,2017-07-17
617,BU 2,Machine 2,8362719,0.0,0.11,0.12,40.8,40.94,42.48,52.58,77.6,36.0,11.42,11.78,747,9.21,3.17,1307,10454,1058.51,8.0,3.26,3.79,0.03,2.88,0.91,7.14,9.72,8.02,14,4.95,0.05,11.0,0.013611,3,17,7,2017,2017-07-17
618,BU 2,Machine 2,5849321,0.03,0.23,0.3,25.75,26.53,27.43,55.4,46.47,21.83,22.77,29.66,834,10.11,7.65,730,5836,2909.43,8.0,2.06,3.57,0.24,1.75,1.82,0.0,16.48,7.23,7,0.0,0.00,11.0,0.284721,3,17,7,2017,2017-07-17
619,BU 2,Machine 2,2948567,0.0,0.37,0.17,23.49,23.49,26.69,40.5,58.0,22.8,36.7,17.01,813,6.02,1.07,914,7315,1435.05,8.0,1.88,4.76,0.0,1.82,2.94,0.0,8.7,32.19,9,71.93,0.30,11.0,0.0,3,17,7,2017,2017-07-17
620,BU 2,Machine 2,3928471,0.0,0.15,0.17,37.08,37.08,37.63,53.65,69.12,31.15,15.2,16.56,726,9.27,0.92,1180,9439,1958.70,8.0,2.97,3.71,0.0,2.49,1.22,0.0,10.09,10.32,13,21.14,0.10,11.0,0.2575,3,17,7,2017,2017-07-17
621,BU 2,Machine 2,1749536,0.01,0.19,0.29,32.99,33.16,33.75,61.7,53.47,19.27,19.03,28.71,901,4.64,1.29,1352,10814,999.08,8.0,2.64,3.06,0.04,1.54,1.52,8.33,11.04,15.12,12,56.505,0.28,11.0,0.108612,3,17,7,2017,2017-07-17
622,BU 2,Machine 2,3826197,0.02,0.19,0.29,34.47,35.01,35.25,63.9,53.95,17.08,19.02,29.43,1042,6.7,5.02,1432,11457,922.11,8.0,2.76,2.89,0.12,1.37,1.52,0.0,11.79,7.41,11,16.565,0.10,11.0,0.0,3,17,7,2017,2017-07-17
623,BU 1,Machine 1,8492371,0.17,0.23,0.16,32.93,39.49,41.04,49.42,66.62,27.98,22.6,16.5,195,2.97,0.0,879,7033,802.71,8.0,2.63,4.05,1.33,2.24,1.81,0.0,0.22,11.19,36,0.0,0.00,4.0,0.0,1,18,7,2017,2017-07-18
624,BU 1,Machine 1,5816492,0.0,0.15,0.16,31.89,31.95,35.39,48.35,65.95,36.18,15.47,16.46,701,13.07,1.6,701,5609,1421.19,8.0,2.55,4.13,0.02,2.89,1.24,0.0,2.67,19.63,8,0.0,0.00,4.0,0.0,1,18,7,2017,2017-07-18
625,BU 1,Machine 1,0923745,0.0,0.09,0.22,39.34,39.34,39.66,61.06,64.43,29.52,9.42,21.72,277,5.12,1.21,763,6101,1400.22,8.0,3.15,3.12,0.0,2.36,0.75,0.0,8.09,7.41,22,0.0,0.00,4.0,0.04,1,18,7,2017,2017-07-18
626,BU 1,Machine 1,7618349,0.0,0.12,0.14,53.87,54.1,54.54,67.5,79.8,20.99,11.51,13.63,451,2.85,0.37,1128,9020,1448.06,8.0,4.31,2.6,0.03,1.68,0.92,0.0,3.99,15.57,20,22.64,0.10,4.0,0.195555,1,18,7,2017,2017-07-18
627,BU 1,Machine 2,2359173,0.02,0.19,0.18,31.01,31.64,32.16,49.14,63.1,32.34,18.52,18.13,415,8.19,4.35,778,6226,1830.08,8.0,2.48,4.07,0.16,2.59,1.48,0.0,13.6,8.86,15,1.34,0.02,1.0,0.0,1,18,7,2017,2017-07-18
628,BU 2,Machine 1,1903845,0.02,0.11,0.29,32.25,32.95,36.45,61.51,52.44,27.73,10.76,29.25,713,6.25,2.59,1070,8557,1901.97,8.0,2.58,3.08,0.17,2.22,0.86,8.33,6.61,5.64,12,20.665,0.13,1.0,0.011111,1,18,7,2017,2017-07-18
629,BU 2,Machine 3,093K8347,0.0,0.3,0.12,42.78,42.78,43.25,54.61,78.33,15.42,29.97,11.83,632,12.92,12.96,237,1897,3056.69,8.0,3.42,3.63,0.0,1.23,2.4,33.33,10.15,26.09,3,1.405,0.05,5.0,0.163333,1,18,7,2017,2017-07-18
630,BU 2,Machine 3,573N6493,0.0,0.04,0.2,57.31,57.31,57.47,77.37,74.07,18.6,4.03,20.06,773,14.4,0.89,387,3093,2017.58,8.0,4.58,1.81,0.0,1.49,0.32,0.0,2.07,8.29,4,13.65,0.16,5.0,0.0,1,18,7,2017,2017-07-18
631,BU 2,Machine 3,029P3751,0.0,0.09,0.21,36.1,36.1,36.12,57.0,63.33,33.92,9.07,20.9,526,32.57,1.52,329,2630,676.23,8.0,2.89,3.44,0.0,2.71,0.73,0.0,6.9,2.13,5,33.17,2.36,5.0,0.267779,1,18,7,2017,2017-07-18
632,BU 2,Machine 3,182L4692,0.0,0.04,0.19,57.55,57.55,58.71,76.73,74.99,19.27,3.99,19.19,412,10.05,2.18,361,2887,1973.22,8.0,4.6,1.86,0.0,1.54,0.32,14.29,3.92,2.71,7,23.94,0.42,5.0,0.011944,1,18,7,2017,2017-07-18
633,BU 2,Machine 3,483D5938,0.08,0.12,0.28,44.58,48.54,49.11,72.18,61.76,15.45,12.37,27.6,441,10.01,1.27,331,2645,2372.38,8.0,3.57,2.23,0.65,1.24,0.99,33.33,1.76,4.32,6,13.755,0.26,5.0,0.0,1,18,7,2017,2017-07-18
634,BU 2,Machine 2,5392175,0.0,0.19,0.14,48.66,48.66,48.79,63.02,77.21,18.24,18.73,14.36,1005,5.02,5.17,1758,14063,1746.53,8.0,3.89,2.96,0.0,1.46,1.5,14.29,18.25,3.96,14,16.645,0.06,11.0,0.035,1,18,7,2017,2017-07-18
635,BU 2,Machine 2,6798354,0.0,0.19,0.25,39.94,39.94,39.97,64.44,61.97,16.69,18.86,24.51,1331,6.85,3.62,1497,11977,952.11,8.0,3.2,2.84,0.0,1.34,1.51,11.11,14.23,8.4,9,11.635,0.09,11.0,0.316667,1,18,7,2017,2017-07-18
636,BU 2,Machine 2,7481923,0.0,0.25,0.17,38.01,38.01,38.85,55.35,68.67,19.78,24.86,17.34,795,4.16,3.55,1392,11136,1631.39,8.0,3.04,3.57,0.0,1.58,1.99,14.29,13.4,18.91,14,48.555,0.29,11.0,0.078056,1,18,7,2017,2017-07-18
637,BU 2,Machine 2,1047583,0.0,0.15,0.31,37.7,37.7,37.81,68.86,54.74,16.6,14.54,31.16,664,3.28,1.66,1411,11290,1583.32,8.0,3.02,2.49,0.0,1.33,1.16,5.88,13.33,5.89,17,111.595,0.38,11.0,0.382221,1,18,7,2017,2017-07-18
638,BU 2,Machine 2,2938745,0.0,0.06,0.1,68.97,68.97,69.57,78.96,87.35,15.5,5.55,9.99,1685,5.63,1.82,2107,16853,1205.67,8.0,5.52,1.68,0.0,1.24,0.44,0.0,5.37,3.09,10,38.04,0.13,11.0,0.006389,1,18,7,2017,2017-07-18
639,BU 2,Machine 2,8362719,0.0,0.21,0.15,33.87,33.88,35.11,48.69,69.56,29.86,21.45,14.82,1017,3.64,6.81,1272,10173,726.76,8.0,2.71,4.1,0.0,2.39,1.72,0.0,17.67,25.33,10,9.67,0.12,11.0,0.0,1,18,7,2017,2017-07-18
640,BU 2,Machine 2,5849321,0.0,0.22,0.24,33.06,33.06,35.25,56.92,58.08,21.52,21.56,23.86,830,5.53,5.18,1244,9955,1395.68,8.0,2.64,3.45,0.0,1.72,1.72,16.67,16.84,9.3,12,0.0,0.00,11.0,0.126111,1,18,7,2017,2017-07-18
641,BU 2,Machine 2,2948567,0.0,0.43,0.18,20.17,20.17,23.22,38.48,52.42,18.36,43.16,18.31,611,5.73,9.23,763,6105,1408.42,8.0,1.61,4.92,0.0,1.47,3.45,20.0,29.14,9.11,10,101.005,0.90,11.0,0.0125,1,18,7,2017,2017-07-18
